customerID,amount,date
1691,30297,22/03/2014
1532,31318,22/03/2014
1016,28629,22/03/2014
1779,25398,22/03/2014
1699,27623,22/03/2014
1218,21181,22/03/2014
1701,25673,22/03/2014
1480,25883,22/03/2014
1798,27200,22/03/2014
1008,29894,22/03/2014
1478,16949,22/03/2014
1728,14796,22/03/2014
1273,21592,22/03/2014
1856,17529,22/03/2014
1579,28475,22/03/2014
1215,23596,22/03/2014
1671,27348,22/03/2014
1929,24569,22/03/2014
1592,26756,22/03/2014
1009,24195,22/03/2014
1511,23260,22/03/2014
1672,20600,22/03/2014
1736,30144,23/03/2014
1971,20962,23/03/2014
1248,23891,23/03/2014
1429,20671,23/03/2014
1618,18524,23/03/2014
1102,26741,23/03/2014
1667,23249,23/03/2014
1804,25926,23/03/2014
1622,32544,23/03/2014
1603,32442,23/03/2014
1957,31521,23/03/2014
1852,22292,23/03/2014
1736,19580,23/03/2014
1881,28441,23/03/2014
1569,22112,23/03/2014
1563,18846,23/03/2014
1053,22765,23/03/2014
1172,27609,23/03/2014
1276,24911,23/03/2014
1790,22511,23/03/2014
1764,26214,23/03/2014
1156,32704,23/03/2014
1806,28291,23/03/2014
1431,29975,23/03/2014
1894,29291,23/03/2014
1600,21140,23/03/2014
1770,35409,23/03/2014
1255,28335,23/03/2014
1079,24929,23/03/2014
1917,32815,23/03/2014
1105,22588,24/03/2014
1161,34261,24/03/2014
1827,21974,24/03/2014
1351,16505,24/03/2014
1945,22581,24/03/2014
1581,26540,24/03/2014
1316,27658,24/03/2014
1105,17800,24/03/2014
1658,26518,24/03/2014
1411,20333,24/03/2014
1264,19135,24/03/2014
1270,11965,24/03/2014
1624,16818,24/03/2014
1871,31764,24/03/2014
1578,14842,24/03/2014
1931,26631,24/03/2014
1132,34073,24/03/2014
1847,28422,24/03/2014
1073,22177,24/03/2014
1657,23244,24/03/2014
1527,35592,24/03/2014
1380,20179,24/03/2014
1320,22589,24/03/2014
1440,22638,24/03/2014
1385,22724,24/03/2014
1171,27198,24/03/2014
1052,37746,24/03/2014
1832,30790,24/03/2014
1927,16254,24/03/2014
1172,34919,24/03/2014
1995,21828,24/03/2014
1811,24688,24/03/2014
1118,24559,25/03/2014
1670,20392,25/03/2014
1197,26413,25/03/2014
1973,21891,25/03/2014
1706,19274,25/03/2014
1730,18343,25/03/2014
1490,20613,25/03/2014
1288,25326,25/03/2014
1146,26406,25/03/2014
1865,26085,25/03/2014
1016,17481,25/03/2014
1661,22699,25/03/2014
1935,14248,25/03/2014
1542,20950,25/03/2014
1151,22520,25/03/2014
1846,27374,25/03/2014
1173,16184,25/03/2014
1500,26950,25/03/2014
1589,22094,25/03/2014
1660,23513,26/03/2014
1283,15561,26/03/2014
1593,24499,26/03/2014
1102,26697,26/03/2014
1247,33004,26/03/2014
1710,19147,26/03/2014
1167,22082,26/03/2014
1897,22543,26/03/2014
1639,21303,26/03/2014
1794,26612,26/03/2014
1551,29499,26/03/2014
1636,35058,26/03/2014
1843,26274,26/03/2014
1198,27561,26/03/2014
1882,20574,26/03/2014
1591,31327,26/03/2014
1693,14593,26/03/2014
1819,28822,26/03/2014
1076,25412,26/03/2014
1675,25413,26/03/2014
1324,15924,26/03/2014
1715,29535,26/03/2014
1461,21357,26/03/2014
1883,27524,27/03/2014
1031,25861,27/03/2014
1778,24807,27/03/2014
1849,19350,27/03/2014
1415,23125,27/03/2014
1437,34905,27/03/2014
1272,30674,27/03/2014
1399,23245,27/03/2014
1126,32715,27/03/2014
1388,27943,27/03/2014
1098,29169,27/03/2014
1634,18231,27/03/2014
1694,20039,27/03/2014
1735,28110,27/03/2014
1909,20316,27/03/2014
1947,22213,27/03/2014
1768,27964,27/03/2014
1709,22686,27/03/2014
1481,19431,27/03/2014
1557,23068,27/03/2014
1820,30884,27/03/2014
1471,25674,27/03/2014
1841,18987,27/03/2014
1791,23071,27/03/2014
1115,23866,27/03/2014
1051,27324,28/03/2014
1799,18646,28/03/2014
1673,13494,28/03/2014
1194,10321,28/03/2014
1852,35991,28/03/2014
1687,27153,28/03/2014
1423,28687,28/03/2014
1515,18825,28/03/2014
1870,23563,28/03/2014
1495,27667,28/03/2014
1694,29878,28/03/2014
1076,21015,28/03/2014
1386,23064,28/03/2014
1561,17162,28/03/2014
1355,27981,28/03/2014
1871,20157,28/03/2014
1527,32580,28/03/2014
1644,22444,28/03/2014
1259,19689,28/03/2014
1162,24812,28/03/2014
1197,28555,28/03/2014
1469,23612,28/03/2014
1699,22277,28/03/2014
1756,20126,28/03/2014
1019,30362,28/03/2014
1391,32784,28/03/2014
1856,23572,28/03/2014
1697,32770,29/03/2014
1277,19322,29/03/2014
1220,25769,29/03/2014
1215,29005,29/03/2014
1625,18431,29/03/2014
1407,23980,29/03/2014
1502,28065,29/03/2014
1565,25278,29/03/2014
1531,21747,29/03/2014
1267,25404,29/03/2014
1210,33013,29/03/2014
1517,25861,29/03/2014
1111,23958,29/03/2014
1044,28598,29/03/2014
1611,25780,29/03/2014
1797,25689,29/03/2014
1428,31917,29/03/2014
1990,30832,29/03/2014
1738,20245,29/03/2014
1979,23897,29/03/2014
1705,25315,29/03/2014
1970,32482,29/03/2014
1700,19426,29/03/2014
1219,27601,29/03/2014
1646,29469,29/03/2014
1191,31073,29/03/2014
1654,21214,29/03/2014
1265,14979,29/03/2014
1929,22717,29/03/2014
1506,24387,30/03/2014
1836,33886,30/03/2014
1416,24033,30/03/2014
1858,21740,30/03/2014
1261,25523,30/03/2014
1857,23220,30/03/2014
1376,16001,30/03/2014
1851,25162,30/03/2014
1019,21262,30/03/2014
1492,26803,30/03/2014
1525,14098,30/03/2014
1203,30641,30/03/2014
1771,24972,30/03/2014
1122,32509,30/03/2014
1607,21239,30/03/2014
1831,23591,30/03/2014
1449,21990,30/03/2014
1910,21037,30/03/2014
1024,28684,30/03/2014
1019,38376,30/03/2014
1328,29537,30/03/2014
1647,27083,30/03/2014
1757,24407,30/03/2014
1773,30731,30/03/2014
1552,21414,30/03/2014
1297,24588,30/03/2014
1218,20520,30/03/2014
1624,28927,30/03/2014
1103,22137,30/03/2014
1480,31271,30/03/2014
1301,32642,30/03/2014
1497,22178,31/03/2014
1666,26426,31/03/2014
1177,14524,31/03/2014
1876,25577,31/03/2014
1605,16488,31/03/2014
1244,29536,31/03/2014
1942,18315,31/03/2014
1678,22249,31/03/2014
1084,25483,31/03/2014
1566,35935,31/03/2014
1357,24935,31/03/2014
1962,21202,31/03/2014
1054,17297,31/03/2014
1357,28859,31/03/2014
1335,30555,31/03/2014
1248,25418,31/03/2014
1567,22487,31/03/2014
1171,28303,31/03/2014
1440,32116,31/03/2014
1631,21863,31/03/2014
1577,25795,31/03/2014
1069,32228,31/03/2014
1198,15397,31/03/2014
1997,26480,31/03/2014
1131,18726,31/03/2014
1477,28271,01/04/2014
1214,25040,01/04/2014
1486,26889,01/04/2014
1207,28070,01/04/2014
1450,28338,01/04/2014
1005,33855,01/04/2014
1124,30580,01/04/2014
1226,21107,01/04/2014
1013,29950,01/04/2014
1888,26992,01/04/2014
1627,24870,01/04/2014
1712,23446,01/04/2014
1760,24175,01/04/2014
1925,24786,01/04/2014
1288,15839,01/04/2014
1104,23927,01/04/2014
1624,21403,01/04/2014
1072,23340,01/04/2014
1087,27160,01/04/2014
1175,28040,01/04/2014
1237,34851,01/04/2014
1303,27015,02/04/2014
1159,31062,02/04/2014
1908,28419,02/04/2014
1721,24219,02/04/2014
1271,19123,02/04/2014
1817,20907,02/04/2014
1461,28038,02/04/2014
1536,33091,02/04/2014
1654,22798,02/04/2014
1956,25854,02/04/2014
1236,26378,02/04/2014
1830,28982,02/04/2014
1352,21884,02/04/2014
1259,19109,02/04/2014
1259,28541,02/04/2014
1143,25316,02/04/2014
1650,24560,02/04/2014
1675,23509,02/04/2014
1889,25843,02/04/2014
1434,17226,02/04/2014
1792,26376,02/04/2014
1617,24405,02/04/2014
1380,23833,02/04/2014
1906,27643,02/04/2014
1218,22418,02/04/2014
1808,20405,02/04/2014
1677,16174,02/04/2014
1598,38482,02/04/2014
1460,17731,02/04/2014
1547,20486,02/04/2014
1441,20398,02/04/2014
1699,30673,02/04/2014
1562,27103,02/04/2014
1414,18676,02/04/2014
1770,32159,02/04/2014
1680,20069,03/04/2014
1069,28189,03/04/2014
1101,23823,03/04/2014
1191,21881,03/04/2014
1218,29511,03/04/2014
1495,17166,03/04/2014
1261,32523,03/04/2014
1448,23200,03/04/2014
1331,23464,03/04/2014
1160,29651,03/04/2014
1945,20411,03/04/2014
1671,18055,03/04/2014
1351,33980,03/04/2014
1205,24157,03/04/2014
1949,23520,03/04/2014
1209,20447,03/04/2014
1730,26465,03/04/2014
1940,22599,03/04/2014
1211,35166,03/04/2014
1907,31093,03/04/2014
1125,20254,03/04/2014
1564,30020,03/04/2014
1261,21420,03/04/2014
1237,29020,03/04/2014
1659,32350,03/04/2014
1453,21394,04/04/2014
1083,29429,04/04/2014
1138,27673,04/04/2014
1894,22045,04/04/2014
1575,29230,04/04/2014
1362,27748,04/04/2014
1630,15030,04/04/2014
1483,27276,04/04/2014
1876,22299,04/04/2014
1378,31004,04/04/2014
1987,30675,04/04/2014
1188,20042,04/04/2014
1479,27099,04/04/2014
1253,43327,04/04/2014
1295,16607,04/04/2014
1462,25704,04/04/2014
1115,18783,04/04/2014
1298,24648,04/04/2014
1589,19699,04/04/2014
1648,30476,04/04/2014
1676,23310,04/04/2014
1115,21780,04/04/2014
1048,20909,04/04/2014
1853,26142,04/04/2014
1364,21841,04/04/2014
1845,23134,04/04/2014
1451,31385,04/04/2014
1860,32977,04/04/2014
1034,32201,05/04/2014
1349,23927,05/04/2014
1814,27141,05/04/2014
1714,25686,05/04/2014
1236,25002,05/04/2014
1965,17063,05/04/2014
1669,31500,05/04/2014
1934,28360,05/04/2014
1420,25482,05/04/2014
1431,20773,05/04/2014
1505,23552,05/04/2014
1844,25079,05/04/2014
1570,30555,05/04/2014
1803,20840,05/04/2014
1902,20606,05/04/2014
1448,31850,05/04/2014
1039,21585,05/04/2014
1510,22214,06/04/2014
1256,20758,06/04/2014
1011,25712,06/04/2014
1158,35186,06/04/2014
1206,18142,06/04/2014
1366,31230,06/04/2014
1932,24532,06/04/2014
1368,22595,06/04/2014
1332,32044,06/04/2014
1714,29747,06/04/2014
1943,30995,06/04/2014
1676,19983,06/04/2014
1828,28348,06/04/2014
1829,20103,06/04/2014
1406,30577,06/04/2014
1283,29875,06/04/2014
1063,27817,06/04/2014
1275,29462,06/04/2014
1734,32608,06/04/2014
1631,25636,06/04/2014
1873,25885,06/04/2014
1073,25816,06/04/2014
1650,21841,06/04/2014
1803,29104,06/04/2014
1072,26470,06/04/2014
1126,23347,06/04/2014
1826,27278,06/04/2014
1632,25670,07/04/2014
1415,25038,07/04/2014
1626,13390,07/04/2014
1721,29510,07/04/2014
1716,26229,07/04/2014
1852,23360,07/04/2014
1251,18831,07/04/2014
1172,26057,07/04/2014
1773,23586,07/04/2014
1405,26751,07/04/2014
1780,28706,07/04/2014
1476,20349,07/04/2014
1510,18537,07/04/2014
1778,24584,07/04/2014
1536,28769,07/04/2014
1281,27701,07/04/2014
1243,33145,07/04/2014
1267,19116,07/04/2014
1883,27965,07/04/2014
1590,15391,07/04/2014
1864,19802,07/04/2014
1904,23775,07/04/2014
1704,23797,07/04/2014
1978,33683,07/04/2014
1162,27077,07/04/2014
1250,19749,07/04/2014
1828,28531,07/04/2014
1367,31752,07/04/2014
1902,34975,07/04/2014
1010,26691,07/04/2014
1004,10468,07/04/2014
1233,27295,07/04/2014
1398,27903,07/04/2014
1058,28137,07/04/2014
1293,30473,07/04/2014
1267,29785,07/04/2014
1909,26082,07/04/2014
1240,10512,08/04/2014
1526,20295,08/04/2014
1865,28496,08/04/2014
1373,30962,08/04/2014
1631,26149,08/04/2014
1997,13637,08/04/2014
1012,26820,08/04/2014
1492,22576,08/04/2014
1278,26495,08/04/2014
1240,23167,08/04/2014
1380,28565,08/04/2014
1145,16006,08/04/2014
1495,26335,08/04/2014
1007,26052,08/04/2014
1615,28116,08/04/2014
1552,25876,08/04/2014
1847,22176,08/04/2014
1252,29547,08/04/2014
1482,28054,08/04/2014
1919,26640,08/04/2014
1835,20107,08/04/2014
1082,27839,08/04/2014
1908,29689,08/04/2014
1098,22933,08/04/2014
1484,28526,08/04/2014
1336,28040,08/04/2014
1397,34606,08/04/2014
1574,23705,09/04/2014
1303,21118,09/04/2014
1077,21232,09/04/2014
1010,24245,09/04/2014
1313,23051,09/04/2014
1659,24001,09/04/2014
1561,26459,09/04/2014
1096,19592,09/04/2014
1522,27853,09/04/2014
1942,29903,09/04/2014
1465,28866,09/04/2014
1699,25333,09/04/2014
1663,26774,09/04/2014
1651,25599,09/04/2014
1141,22474,09/04/2014
1181,26232,09/04/2014
1696,23221,09/04/2014
1467,28818,09/04/2014
1226,26381,09/04/2014
1034,17522,09/04/2014
1674,31995,09/04/2014
1005,29840,09/04/2014
1267,22654,09/04/2014
1322,16360,09/04/2014
1323,25883,09/04/2014
1994,30052,09/04/2014
1892,23740,09/04/2014
1198,28512,10/04/2014
1058,22548,10/04/2014
1889,24678,10/04/2014
1598,31793,10/04/2014
1724,35948,10/04/2014
1737,31795,10/04/2014
1654,21837,10/04/2014
1469,24093,10/04/2014
1666,29161,10/04/2014
1901,24610,10/04/2014
1240,32297,10/04/2014
1532,26238,10/04/2014
1435,23135,10/04/2014
1317,29520,10/04/2014
1375,31430,10/04/2014
1832,19499,10/04/2014
1777,24461,10/04/2014
1615,27541,10/04/2014
1642,26222,10/04/2014
1128,24164,10/04/2014
1042,24877,10/04/2014
1770,28439,10/04/2014
1485,27635,10/04/2014
1633,33490,10/04/2014
1133,22426,10/04/2014
1286,27458,10/04/2014
1166,23771,10/04/2014
1984,31304,10/04/2014
1729,26418,11/04/2014
1443,18974,11/04/2014
1915,35430,11/04/2014
1673,21131,11/04/2014
1324,24649,11/04/2014
1533,20840,11/04/2014
1878,18513,11/04/2014
1726,15407,11/04/2014
1908,26791,11/04/2014
1632,20528,11/04/2014
1190,21798,11/04/2014
1678,35075,11/04/2014
1964,27852,11/04/2014
1067,24849,11/04/2014
1632,19116,11/04/2014
1650,31240,11/04/2014
1275,21340,11/04/2014
1645,21083,11/04/2014
1471,31389,11/04/2014
1404,18929,11/04/2014
1014,26812,11/04/2014
1440,25113,11/04/2014
1552,30206,11/04/2014
1712,25172,11/04/2014
1176,19816,11/04/2014
1907,29680,11/04/2014
1248,28235,11/04/2014
1644,15931,11/04/2014
1500,21165,11/04/2014
1268,24437,12/04/2014
1699,25062,12/04/2014
1160,23217,12/04/2014
1014,31613,12/04/2014
1974,21339,12/04/2014
1570,29576,12/04/2014
1600,21812,12/04/2014
1522,16506,12/04/2014
1892,18824,12/04/2014
1560,28459,12/04/2014
1370,26005,12/04/2014
1064,18752,12/04/2014
1705,19177,12/04/2014
1063,29405,12/04/2014
1732,30690,12/04/2014
1453,17881,12/04/2014
1467,29230,12/04/2014
1942,27607,12/04/2014
1126,29305,12/04/2014
1765,18563,12/04/2014
1975,26055,12/04/2014
1583,19904,12/04/2014
1036,29161,12/04/2014
1391,26406,12/04/2014
1765,19143,12/04/2014
1020,33388,12/04/2014
1332,25431,12/04/2014
1854,25745,12/04/2014
1893,26894,13/04/2014
1360,22161,13/04/2014
1372,20943,13/04/2014
1328,22295,13/04/2014
1060,31834,13/04/2014
1888,24990,13/04/2014
1331,25626,13/04/2014
1632,22282,13/04/2014
1359,25451,13/04/2014
1985,23855,13/04/2014
1715,22667,13/04/2014
1932,27051,13/04/2014
1172,32441,13/04/2014
1322,28413,13/04/2014
1502,17347,13/04/2014
1224,26300,13/04/2014
1850,24016,13/04/2014
1706,30383,13/04/2014
1701,21226,13/04/2014
1669,27963,13/04/2014
1493,23914,13/04/2014
1627,24420,13/04/2014
1654,22000,13/04/2014
1332,24678,13/04/2014
1187,21394,13/04/2014
1752,11382,14/04/2014
1588,31721,14/04/2014
1255,30942,14/04/2014
1984,23526,14/04/2014
1127,23077,14/04/2014
1656,28604,14/04/2014
1635,29935,14/04/2014
1935,34598,14/04/2014
1293,22027,14/04/2014
1564,33134,14/04/2014
1253,23349,14/04/2014
1737,21605,14/04/2014
1497,17541,14/04/2014
1267,25484,14/04/2014
1077,22626,14/04/2014
1799,24777,14/04/2014
1375,22007,14/04/2014
1943,28897,14/04/2014
1077,27873,14/04/2014
1452,19418,14/04/2014
1630,22371,14/04/2014
1790,21963,14/04/2014
1083,24591,14/04/2014
1374,32142,14/04/2014
1632,31713,14/04/2014
1679,29042,14/04/2014
1405,32479,14/04/2014
1165,25378,14/04/2014
1039,26555,14/04/2014
1570,19994,14/04/2014
1410,20557,14/04/2014
1235,25061,14/04/2014
1133,38185,14/04/2014
1519,39397,14/04/2014
1158,30590,14/04/2014
1917,23415,15/04/2014
1689,31698,15/04/2014
1855,24202,15/04/2014
1110,23821,15/04/2014
1317,28698,15/04/2014
1966,17644,15/04/2014
1715,28773,15/04/2014
1273,31382,15/04/2014
1020,35332,15/04/2014
1766,29034,15/04/2014
1759,27017,15/04/2014
1541,23908,15/04/2014
1963,28951,15/04/2014
1493,23920,15/04/2014
1554,27326,15/04/2014
1226,24811,15/04/2014
1640,26277,15/04/2014
1543,32400,15/04/2014
1631,22292,15/04/2014
1335,30787,15/04/2014
1798,22518,16/04/2014
1768,27869,16/04/2014
1020,38412,16/04/2014
1005,23557,16/04/2014
1834,21170,16/04/2014
1355,30972,16/04/2014
1312,20593,16/04/2014
1144,26075,16/04/2014
1508,30616,16/04/2014
1213,29085,16/04/2014
1803,23484,16/04/2014
1082,32700,16/04/2014
1209,36181,16/04/2014
1596,24165,16/04/2014
1063,21085,16/04/2014
1108,33917,16/04/2014
1516,20522,16/04/2014
1342,20973,16/04/2014
1769,29520,16/04/2014
1987,22135,16/04/2014
1171,27452,16/04/2014
1639,26164,16/04/2014
1683,24268,16/04/2014
1087,30239,16/04/2014
1096,32709,16/04/2014
1144,27536,16/04/2014
1251,24216,16/04/2014
1570,26260,16/04/2014
1452,24166,17/04/2014
1920,27363,17/04/2014
1090,20277,17/04/2014
1108,31133,17/04/2014
1260,31908,17/04/2014
1214,20197,17/04/2014
1232,28756,17/04/2014
1666,28719,17/04/2014
1524,30531,17/04/2014
1373,23796,17/04/2014
1439,21311,17/04/2014
1553,21010,17/04/2014
1963,30139,17/04/2014
1619,20944,17/04/2014
1175,30418,17/04/2014
1905,31026,17/04/2014
1152,26895,17/04/2014
1423,26032,17/04/2014
1011,28931,17/04/2014
1401,19417,17/04/2014
1490,30125,17/04/2014
1734,31157,17/04/2014
1267,23068,17/04/2014
1103,26009,17/04/2014
1561,20045,17/04/2014
1092,30311,17/04/2014
1315,25569,17/04/2014
1181,29297,17/04/2014
1257,32438,17/04/2014
1358,30030,17/04/2014
1557,24543,17/04/2014
1098,22497,17/04/2014
1520,28006,18/04/2014
1528,21812,18/04/2014
1831,17098,18/04/2014
1024,15794,18/04/2014
1220,19644,18/04/2014
1606,23103,18/04/2014
1745,23210,18/04/2014
1402,23029,18/04/2014
1152,34031,18/04/2014
1927,27632,18/04/2014
1077,22626,18/04/2014
1480,29401,18/04/2014
1296,22357,18/04/2014
1109,20005,18/04/2014
1008,26760,18/04/2014
1749,27286,18/04/2014
1657,25203,18/04/2014
1550,26393,18/04/2014
1029,28438,18/04/2014
1323,25179,18/04/2014
1263,28621,18/04/2014
1117,32320,18/04/2014
1533,29723,18/04/2014
1234,36798,18/04/2014
1547,22211,18/04/2014
1540,26347,18/04/2014
1580,22660,18/04/2014
1544,28406,19/04/2014
1126,22076,19/04/2014
1487,22324,19/04/2014
1955,23463,19/04/2014
1369,15764,19/04/2014
1476,21678,19/04/2014
1055,25878,19/04/2014
1075,31463,19/04/2014
1339,19965,19/04/2014
1644,34112,19/04/2014
1695,26167,19/04/2014
1040,21600,19/04/2014
1695,20892,19/04/2014
1155,22223,19/04/2014
1436,28138,19/04/2014
1930,24788,19/04/2014
1033,17106,19/04/2014
1107,20959,19/04/2014
1915,28274,19/04/2014
1549,25062,19/04/2014
1848,27360,19/04/2014
1042,22474,19/04/2014
1842,17154,19/04/2014
1250,24699,19/04/2014
1810,24598,19/04/2014
1331,24034,19/04/2014
1782,17803,19/04/2014
1600,29661,20/04/2014
1416,21398,20/04/2014
1195,20712,20/04/2014
1145,21248,20/04/2014
1749,23240,20/04/2014
1631,32629,20/04/2014
1276,24310,20/04/2014
1742,37769,20/04/2014
1106,27881,20/04/2014
1133,33095,20/04/2014
1808,24213,20/04/2014
1763,26799,20/04/2014
1069,15702,20/04/2014
1384,26283,20/04/2014
1809,26726,20/04/2014
1776,32079,20/04/2014
1836,33152,20/04/2014
1259,13883,20/04/2014
1064,36744,20/04/2014
1568,27244,20/04/2014
1771,23062,20/04/2014
1403,22399,20/04/2014
1674,27122,20/04/2014
1350,34731,20/04/2014
1855,22276,20/04/2014
1030,32317,20/04/2014
1464,30087,21/04/2014
1675,22069,21/04/2014
1262,22048,21/04/2014
1627,22765,21/04/2014
1436,28333,21/04/2014
1166,21644,21/04/2014
1086,25233,21/04/2014
1230,26650,21/04/2014
1284,21621,21/04/2014
1495,28363,21/04/2014
1641,28485,21/04/2014
1978,30948,21/04/2014
1070,25636,21/04/2014
1242,27837,21/04/2014
1237,29554,21/04/2014
1461,22080,21/04/2014
1259,28240,21/04/2014
1546,28363,21/04/2014
1463,25246,21/04/2014
1861,14309,21/04/2014
1047,33181,21/04/2014
1454,27239,21/04/2014
1769,20615,21/04/2014
1673,33396,21/04/2014
1858,27051,21/04/2014
1853,23800,21/04/2014
1185,28048,21/04/2014
1777,25602,21/04/2014
1475,24828,21/04/2014
1288,26127,21/04/2014
1950,19513,21/04/2014
1277,29041,21/04/2014
1892,22070,21/04/2014
1685,24756,21/04/2014
1994,29722,21/04/2014
1770,25204,21/04/2014
1784,30135,22/04/2014
1139,31221,22/04/2014
1997,28462,22/04/2014
1491,18378,22/04/2014
1476,18570,22/04/2014
1700,28027,22/04/2014
1383,20468,22/04/2014
1884,24656,22/04/2014
1005,28235,22/04/2014
1040,27870,22/04/2014
1671,25869,22/04/2014
1169,23103,22/04/2014
1739,20762,22/04/2014
1098,32327,22/04/2014
1263,22611,22/04/2014
1540,29684,22/04/2014
1231,22768,22/04/2014
1337,25151,22/04/2014
1298,22835,22/04/2014
1899,12650,22/04/2014
1522,21623,22/04/2014
1193,21665,22/04/2014
1509,20351,23/04/2014
1309,25673,23/04/2014
1488,31493,23/04/2014
1936,31094,23/04/2014
1153,27207,23/04/2014
1746,26396,23/04/2014
1601,29232,23/04/2014
1646,27259,23/04/2014
1198,20934,23/04/2014
1593,28231,23/04/2014
1914,28790,23/04/2014
1971,34661,23/04/2014
1449,12096,23/04/2014
1558,32510,23/04/2014
1491,30085,23/04/2014
1463,29817,23/04/2014
1286,21987,23/04/2014
1916,33134,23/04/2014
1761,29540,23/04/2014
1513,22562,23/04/2014
1339,22412,23/04/2014
1918,31565,23/04/2014
1368,26005,23/04/2014
1209,24189,23/04/2014
1984,18747,24/04/2014
1541,30352,24/04/2014
1958,29877,24/04/2014
1817,18343,24/04/2014
1483,17144,24/04/2014
1226,24419,24/04/2014
1525,17050,24/04/2014
1674,26716,24/04/2014
1011,20605,24/04/2014
1496,23247,24/04/2014
1253,27033,24/04/2014
1871,26846,24/04/2014
1442,27471,24/04/2014
1881,29482,24/04/2014
1468,24613,24/04/2014
1500,29267,24/04/2014
1582,20580,24/04/2014
1160,22406,24/04/2014
1639,32038,24/04/2014
1952,24123,24/04/2014
1166,20194,24/04/2014
1792,24970,24/04/2014
1425,23104,24/04/2014
1385,36326,25/04/2014
1555,21785,25/04/2014
1431,25094,25/04/2014
1067,31802,25/04/2014
1070,20430,25/04/2014
1379,25036,25/04/2014
1191,25987,25/04/2014
1771,25935,25/04/2014
1736,13440,25/04/2014
1738,25856,25/04/2014
1044,17501,25/04/2014
1661,34560,25/04/2014
1579,28497,25/04/2014
1264,23877,25/04/2014
1815,25432,25/04/2014
1296,30314,25/04/2014
1601,12181,25/04/2014
1594,21568,25/04/2014
1634,28811,25/04/2014
1523,26689,25/04/2014
1600,30557,25/04/2014
1110,31369,25/04/2014
1166,21144,25/04/2014
1936,31921,25/04/2014
1965,26480,25/04/2014
1425,18365,26/04/2014
1870,21276,26/04/2014
1385,27137,26/04/2014
1119,27819,26/04/2014
1812,30216,26/04/2014
1749,25024,26/04/2014
1022,29568,26/04/2014
1140,26539,26/04/2014
1081,28473,26/04/2014
1643,30891,26/04/2014
1534,25359,26/04/2014
1618,21713,26/04/2014
1341,30321,26/04/2014
1413,23877,26/04/2014
1624,12460,26/04/2014
1210,13586,26/04/2014
1255,27348,26/04/2014
1514,25016,26/04/2014
1669,26225,26/04/2014
1189,27793,26/04/2014
1236,23206,26/04/2014
1110,17419,26/04/2014
1819,17163,26/04/2014
1132,25531,26/04/2014
1940,32183,26/04/2014
1581,30868,26/04/2014
1375,20650,26/04/2014
1935,20161,26/04/2014
1065,25714,26/04/2014
1779,20724,26/04/2014
1945,17964,27/04/2014
1021,23526,27/04/2014
1255,29514,27/04/2014
1863,27914,27/04/2014
1861,24812,27/04/2014
1125,21134,27/04/2014
1418,18585,27/04/2014
1683,20423,27/04/2014
1164,26559,27/04/2014
1741,23953,27/04/2014
1871,29518,27/04/2014
1174,21594,27/04/2014
1607,21174,27/04/2014
1401,30209,27/04/2014
1702,28180,27/04/2014
1803,28989,27/04/2014
1975,17468,28/04/2014
1819,28922,28/04/2014
1869,29526,28/04/2014
1701,25945,28/04/2014
1882,23291,28/04/2014
1942,27935,28/04/2014
1854,32207,28/04/2014
1087,22394,28/04/2014
1975,21253,28/04/2014
1417,21310,28/04/2014
1941,16917,28/04/2014
1688,24749,28/04/2014
1693,19367,28/04/2014
1213,24300,28/04/2014
1038,29100,28/04/2014
1061,32347,28/04/2014
1610,33442,28/04/2014
1221,19237,28/04/2014
1319,26840,28/04/2014
1794,24606,28/04/2014
1992,24235,28/04/2014
1921,16928,28/04/2014
1668,32042,28/04/2014
1309,19344,28/04/2014
1504,24502,28/04/2014
1094,24354,29/04/2014
1855,26960,29/04/2014
1453,23957,29/04/2014
1498,30430,29/04/2014
1230,23851,29/04/2014
1930,24719,29/04/2014
1435,24813,29/04/2014
1776,27508,29/04/2014
1009,28608,29/04/2014
1601,26689,29/04/2014
1955,30295,29/04/2014
1341,31926,29/04/2014
1391,26087,29/04/2014
1839,25933,29/04/2014
1080,21008,29/04/2014
1772,21547,29/04/2014
1681,28829,29/04/2014
1615,27142,29/04/2014
1475,19806,29/04/2014
1623,26750,29/04/2014
1879,17785,29/04/2014
1100,29208,29/04/2014
1707,27394,29/04/2014
1045,21881,29/04/2014
1261,29075,29/04/2014
1831,23140,29/04/2014
1926,22769,29/04/2014
1545,25674,29/04/2014
1412,26144,29/04/2014
1999,35503,29/04/2014
1276,24914,29/04/2014
1976,25730,30/04/2014
1986,22769,30/04/2014
1956,16421,30/04/2014
1044,21696,30/04/2014
1227,27206,30/04/2014
1023,26040,30/04/2014
1130,28488,30/04/2014
1108,29415,30/04/2014
1672,19860,30/04/2014
1175,28028,30/04/2014
1468,26797,30/04/2014
1723,28171,30/04/2014
1589,29745,30/04/2014
1615,21024,30/04/2014
1651,28436,30/04/2014
1600,36328,30/04/2014
1850,34086,30/04/2014
1590,17320,30/04/2014
1753,21706,30/04/2014
1751,22171,30/04/2014
1400,27137,30/04/2014
1165,22500,30/04/2014
1529,24266,30/04/2014
1063,19750,30/04/2014
1679,30750,30/04/2014
1306,23416,30/04/2014
1493,27745,01/05/2014
1161,20483,01/05/2014
1635,25321,01/05/2014
1736,24184,01/05/2014
1900,25290,01/05/2014
1605,30480,01/05/2014
